0,127030,0.014770
10,278208,0.047118
20,258199,0.077139
30,223818,0.103163
40,199613,0.126372
50,169070,0.146030
60,146074,0.163015
70,128503,0.177956
80,109606,0.190700
90,94339,0.201669
100,80902,0.211076
110,67400,0.218913
120,56714,0.225507
130,49037,0.231208
140,43586,0.236276
150,37226,0.240605
160,31565,0.244275
170,27075,0.247423
180,23111,0.250110
190,20012,0.252437
200,18040,0.254534
210,15453,0.256331
220,13308,0.257878
230,11348,0.259198
240,10020,0.260363
250,9086,0.261419
260,9881,0.262568
270,23445,0.265294
280,45726,0.270611
290,59355,0.277512
300,78308,0.286617
310,101394,0.298407
320,121529,0.312537
330,135723,0.328318
340,142660,0.344905
350,148390,0.362159
360,159175,0.380666
370,169663,0.400393
380,177576,0.421041
390,181768,0.442175
400,184024,0.463572
410,184095,0.484977
420,184921,0.506478
430,184471,0.527927
440,181860,0.549072
450,180369,0.570044
460,173766,0.590248
470,166983,0.609664
480,161935,0.628492
490,154433,0.646448
500,149004,0.663773
510,142052,0.680290
520,134393,0.695916
530,128046,0.710804
540,121267,0.724904
550,114686,0.738239
560,108004,0.750797
570,101796,0.762633
580,97359,0.773953
590,91245,0.784562
600,85558,0.794510
610,80543,0.803875
620,76337,0.812751
630,72637,0.821197
640,68636,0.829177
650,64717,0.836702
660,61394,0.843840
670,58158,0.850602
680,54483,0.856937
690,51566,0.862933
700,49066,0.868638
710,46441,0.874038
720,44216,0.879179
730,42152,0.884080
740,39381,0.888659
750,37794,0.893053
760,36013,0.897241
770,34318,0.901231
780,32396,0.904998
790,31508,0.908661
800,29802,0.912126
810,28379,0.915426
820,26866,0.918550
830,25780,0.921547
840,24945,0.924447
850,23868,0.927223
860,22701,0.929862
870,21465,0.932358
880,20750,0.934771
890,20117,0.937110
900,19444,0.939370
910,18416,0.941512
920,17782,0.943579
930,17176,0.945576
940,16080,0.947446
950,15757,0.949278
960,15244,0.951051
970,14665,0.952756
980,14304,0.954419
990,13786,0.956022
1000,13438,0.957584
1010,12540,0.959042
1020,12413,0.960486
1030,12042,0.961886
1040,11434,0.963215
1050,11188,0.964516
1060,10882,0.965781
1070,10414,0.966992
1080,10110,0.968168
1090,9821,0.969310
1100,9548,0.970420
1110,9237,0.971494
1120,9013,0.972542
1130,8668,0.973549
1140,8384,0.974524
1150,8136,0.975470
1160,7979,0.976398
1170,7611,0.977283
1180,7358,0.978139
1190,7136,0.978968
1200,7000,0.979782
1210,6924,0.980587
1220,6598,0.981354
1230,6420,0.982101
1240,6348,0.982839
1250,5879,0.983523
1260,5903,0.984209
1270,5619,0.984862
1280,5407,0.985491
1290,5252,0.986102
1300,5198,0.986706
1310,5027,0.987290
1320,4909,0.987861
1330,4788,0.988418
1340,4504,0.988942
1350,4488,0.989463
1360,4178,0.989949
1370,4148,0.990431
1380,4063,0.990904
1390,3870,0.991354
1400,3709,0.991785
1410,3600,0.992204
1420,3525,0.992614
1430,3314,0.992999
1440,3288,0.993381
1450,3144,0.993747
1460,2863,0.994080
1470,2789,0.994404
1480,2842,0.994734
1490,2614,0.995038
1500,2527,0.995332
1510,2389,0.995610
1520,2321,0.995880
1530,2110,0.996125
1540,2005,0.996358
1550,1909,0.996580
1560,1838,0.996794
1570,1690,0.996990
1580,1599,0.997176
1590,1504,0.997351
1600,1340,0.997507
1610,1361,0.997665
1620,1178,0.997802
1630,1166,0.997938
1640,1025,0.998057
1650,1004,0.998174
1660,894,0.998278
1670,858,0.998377
1680,833,0.998474
1690,784,0.998565
1700,656,0.998642
1710,616,0.998713
1720,603,0.998783
1730,574,0.998850
1740,494,0.998908
1750,491,0.998965
1760,464,0.999019
1770,427,0.999068
1780,405,0.999115
1790,342,0.999155
1800,312,0.999191
1810,329,0.999230
1820,292,0.999264
1830,295,0.999298
1840,280,0.999331
1850,234,0.999358
1860,200,0.999381
1870,201,0.999404
1880,182,0.999425
1890,157,0.999444
1900,163,0.999463
1910,169,0.999482
1920,150,0.999500
1930,154,0.999518
1940,160,0.999536
1950,125,0.999551
1960,120,0.999565
1970,116,0.999578
1980,121,0.999592
1990,99,0.999604
2000,118,0.999618
2010,89,0.999628
2020,77,0.999637
2030,101,0.999649
2040,58,0.999655
2050,72,0.999664
2060,76,0.999673
2070,62,0.999680
2080,66,0.999687
2090,68,0.999695
2100,63,0.999703
2110,59,0.999710
2120,52,0.999716
2130,68,0.999723
2140,53,0.999730
2150,49,0.999735
2160,56,0.999742
2170,56,0.999748
2180,56,0.999755
2190,44,0.999760
2200,40,0.999765
2210,37,0.999769
2220,36,0.999773
2230,41,0.999778
2240,38,0.999782
2250,42,0.999787
2260,38,0.999792
2270,41,0.999796
2280,50,0.999802
2290,59,0.999809
2300,31,0.999813
2310,40,0.999817
2320,35,0.999821
2330,37,0.999826
2340,39,0.999830
2350,34,0.999834
2360,41,0.999839
2370,21,0.999841
2380,30,0.999845
2390,23,0.999848
2400,29,0.999851
2410,26,0.999854
2420,30,0.999857
2430,26,0.999860
2440,36,0.999865
2450,27,0.999868
2460,27,0.999871
2470,36,0.999875
2480,22,0.999878
2490,23,0.999880
2500,26,0.999883
2510,24,0.999886
2520,33,0.999890
2530,27,0.999893
2540,14,0.999895
2550,26,0.999898
2560,23,0.999900
2570,16,0.999902
2580,40,0.999907
2590,26,0.999910
2600,20,0.999912
2610,25,0.999915
2620,22,0.999918
2630,30,0.999921
