#type,		DATAR,		DATAW,		MAPPINGR,	MAPPINGW,	COMPACTIONR,	COMPACTIONW
Hash(8)		13993835	585760		8122299		155228		0		0
LMKVS(5,3)	8757775		555296		5742635		0		419430		419430
