#type,	DATAR,		DATAW,		MAPPINGR,	MAPPINGW
A,	4376869,	6453552,	5690163,	3264363
B,	8312437,	5953584,	8704473,	3054648
C,	10458529,	5898256,	10431361,	2844933
D,	6470411,	5964000,	5555397,	3055668
E,	9496947,	5904640,	4502226,	2844933
F,	8757775,	6453552,	8360207,	3264363
