#type,		DATAR,		DATAW,		MAPPINGR,	MAPPINGW,	COMPACTIONR,	COMPACTIONW
Hash(8)		615627		5872000		66102419	2081393		0		0
LMKVS(5,3)	0		5898256		2617572		0		2617572		2844933
