#type,		DATAR,		DATAW,		MAPPINGR,	MAPPINGW,	COMPACTIONR,	COMPACTIONW
Hash(8)		9634923		6208		10022099	61280		0		0
LMKVS(5,3)	9496947		6384		1884654		0		0		0
