0,1,0.000000
10,12,0.000001
20,8,0.000002
30,7,0.000003
40,4,0.000003
120,262,0.000028
130,10594,0.001038
140,56187,0.006397
150,93984,0.015360
160,95840,0.024500
170,95613,0.033618
180,100331,0.043186
190,103963,0.053101
200,105456,0.063158
210,110085,0.073657
220,114098,0.084538
230,107801,0.094819
240,98682,0.104230
250,97527,0.113531
260,102109,0.123269
270,104363,0.133221
280,101470,0.142898
290,97640,0.152210
300,96412,0.161405
310,99329,0.170877
320,102506,0.180653
330,103065,0.190482
340,103084,0.200313
350,101353,0.209979
360,100982,0.219609
370,100359,0.229180
380,100927,0.238805
390,105160,0.248834
400,108786,0.259209
410,109384,0.269640
420,106647,0.279811
430,105703,0.289892
440,105310,0.299935
450,106920,0.310131
460,108450,0.320474
470,108108,0.330784
480,106330,0.340924
490,103231,0.350769
500,101249,0.360425
510,99582,0.369922
520,99492,0.379410
530,98225,0.388778
540,96669,0.397997
550,92954,0.406862
560,90375,0.415481
570,87982,0.423871
580,86839,0.432153
590,85793,0.440335
600,83619,0.448309
610,81420,0.456074
620,79470,0.463653
630,77142,0.471010
640,74804,0.478144
650,73874,0.485189
660,72826,0.492134
670,71607,0.498963
680,69983,0.505637
690,67987,0.512121
700,65986,0.518414
710,65393,0.524650
720,64341,0.530786
730,63509,0.536843
740,62657,0.542818
750,61311,0.548665
760,59739,0.554362
770,58782,0.559968
780,57963,0.565496
790,57109,0.570942
800,56304,0.576312
810,54979,0.581555
820,54282,0.586732
830,53204,0.591806
840,52023,0.596767
850,51566,0.601685
860,50946,0.606543
870,50355,0.611346
880,49531,0.616069
890,48131,0.620659
900,47774,0.625216
910,47206,0.629717
920,46687,0.634170
930,45999,0.638557
940,45003,0.642848
950,44459,0.647088
960,43563,0.651243
970,43024,0.655346
980,42396,0.659389
990,41916,0.663387
1000,41200,0.667316
1010,40452,0.671174
1020,39598,0.674950
1030,39059,0.678675
1040,38691,0.682365
1050,37905,0.685980
1060,37657,0.689571
1070,36911,0.693091
1080,36401,0.696562
1090,35315,0.699930
1100,35127,0.703280
1110,34646,0.706584
1120,34438,0.709869
1130,34063,0.713117
1140,33485,0.716311
1150,32343,0.719395
1160,32092,0.722456
1170,31324,0.725443
1180,31261,0.728424
1190,31078,0.731388
1200,30358,0.734283
1210,30039,0.737148
1220,29457,0.739957
1230,28949,0.742718
1240,28765,0.745461
1250,27945,0.748126
1260,27980,0.750795
1270,27359,0.753404
1280,27264,0.756004
1290,26555,0.758536
1300,26199,0.761035
1310,26265,0.763540
1320,25595,0.765981
1330,25541,0.768416
1340,25048,0.770805
1350,24595,0.773151
1360,24257,0.775464
1370,23986,0.777752
1380,23625,0.780005
1390,23385,0.782235
1400,23022,0.784430
1410,22700,0.786595
1420,22244,0.788716
1430,21935,0.790808
1440,22298,0.792935
1450,21541,0.794989
1460,21524,0.797042
1470,20952,0.799040
1480,20782,0.801022
1490,20433,0.802971
1500,20182,0.804895
1510,20069,0.806809
1520,19705,0.808688
1530,19632,0.810561
1540,19203,0.812392
1550,19266,0.814229
1560,18739,0.816016
1570,18855,0.817815
1580,18293,0.819559
1590,18244,0.821299
1600,18027,0.823018
1610,17809,0.824717
1620,17631,0.826398
1630,17637,0.828080
1640,17184,0.829719
1650,17167,0.831356
1660,16618,0.832941
1670,16744,0.834538
1680,16421,0.836104
1690,16071,0.837636
