360,3,0.000003
370,2,0.000005
380,2,0.000007
390,20,0.000028
400,16,0.000045
410,5,0.000051
420,6,0.000057
430,8,0.000065
440,24,0.000091
450,23,0.000115
460,20,0.000136
470,85,0.000225
480,118,0.000350
490,100,0.000455
500,55,0.000513
510,74,0.000591
520,81,0.000676
530,99,0.000780
540,56,0.000839
550,67,0.000910
560,72,0.000985
570,59,0.001048
580,104,0.001157
590,92,0.001254
600,106,0.001365
610,110,0.001481
620,105,0.001592
630,115,0.001713
640,114,0.001833
650,137,0.001977
660,155,0.002140
670,182,0.002332
680,135,0.002474
690,115,0.002595
700,146,0.002749
710,135,0.002891
720,118,0.003015
730,152,0.003175
740,165,0.003349
750,154,0.003511
760,171,0.003691
770,178,0.003878
780,160,0.004047
790,166,0.004222
800,176,0.004407
810,136,0.004550
820,177,0.004736
830,202,0.004949
840,189,0.005148
850,193,0.005351
860,199,0.005561
870,185,0.005756
880,210,0.005977
890,216,0.006204
900,214,0.006429
910,236,0.006678
920,198,0.006886
930,235,0.007134
940,209,0.007354
950,205,0.007570
960,228,0.007810
970,197,0.008017
980,208,0.008236
990,221,0.008469
1000,216,0.008696
1010,236,0.008944
1020,244,0.009201
1030,283,0.009499
1040,225,0.009736
1050,219,0.009967
1060,244,0.010224
1070,213,0.010448
1080,237,0.010697
1090,238,0.010948
1100,256,0.011217
1110,228,0.011457
1120,209,0.011678
1130,225,0.011914
1140,251,0.012179
1150,248,0.012440
1160,295,0.012750
1170,255,0.013019
1180,227,0.013258
1190,275,0.013547
1200,276,0.013838
1210,250,0.014101
1220,256,0.014371
1230,261,0.014645
1240,273,0.014933
1250,237,0.015182
1260,250,0.015445
1270,273,0.015733
1280,251,0.015997
1290,243,0.016253
1300,250,0.016516
1310,272,0.016802
1320,256,0.017072
1330,235,0.017319
1340,242,0.017574
1350,264,0.017852
1360,262,0.018128
1370,228,0.018368
1380,284,0.018667
1390,226,0.018905
1400,283,0.019203
1410,267,0.019484
1420,267,0.019765
1430,281,0.020061
1440,284,0.020360
1450,266,0.020640
1460,251,0.020904
1470,293,0.021213
1480,275,0.021502
1490,252,0.021767
1500,265,0.022046
1510,241,0.022300
1520,291,0.022607
1530,304,0.022927
1540,280,0.023221
1550,241,0.023475
1560,282,0.023772
1570,275,0.024061
1580,281,0.024357
1590,249,0.024619
1600,289,0.024924
1610,245,0.025182
1620,267,0.025463
1630,280,0.025758
1640,267,0.026039
1650,261,0.026313
1660,319,0.026649
1670,263,0.026926
1680,276,0.027217
1690,280,0.027511
1700,290,0.027817
1710,304,0.028137
1720,289,0.028441
1730,251,0.028705
1740,289,0.029010
1750,263,0.029286
1760,272,0.029573
1770,301,0.029890
1780,297,0.030202
1790,313,0.030532
1800,277,0.030824
1810,280,0.031118
1820,291,0.031425
1830,288,0.031728
1840,283,0.032026
